,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
692,Moussa Diaby,fr FRA,FWMF,Leverkusen,de Bundesliga,21,1999,32,28,2388,26.5,4,11,4,0,0,5,0,0.15,0.41,0.57,0.15,0.57,4.6,4.6,6.7,11.3,0.17,0.25,0.43,0.17,0.43,Matches,aeed5c06
693,Mbaye Diagne,sn SEN,FW,West Brom,eng Premier League,28,1991,16,14,1189,13.2,3,2,3,0,0,2,0,0.23,0.15,0.38,0.23,0.38,6.6,6.6,1.0,7.6,0.50,0.07,0.58,0.50,0.58,Matches,dda3969e
694,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,23,1996,26,24,2079,23.1,1,0,1,0,0,4,1,0.04,0.00,0.04,0.04,0.04,1.2,1.2,0.0,1.2,0.05,0.00,0.05,0.05,0.05,Matches,d2110326
695,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,24,1996,22,17,1490,16.6,0,1,0,0,0,3,2,0.00,0.06,0.06,0.00,0.06,0.2,0.2,0.5,0.7,0.01,0.03,0.04,0.01,0.04,Matches,fc62f087
696,Amad Diallo,ci CIV,FW,Manchester Utd,eng Premier League,18,2002,3,2,166,1.8,0,1,0,0,0,0,0,0.00,0.54,0.54,0.00,0.54,0.0,0.0,0.5,0.5,0.02,0.27,0.29,0.02,0.29,Matches,9dc96f10
697,Amad Diallo,ci CIV,MF,Atalanta,it Serie A,18,2002,1,0,14,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.19,0.33,0.52,0.19,0.52,Matches,9dc96f10
698,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,25,1995,32,27,2322,25.8,9,3,8,1,1,2,0,0.35,0.12,0.47,0.31,0.43,7.6,6.8,2.4,9.2,0.29,0.09,0.39,0.26,0.36,Matches,6605d143
699,Habib Diallo,sn SEN,FWMF,Metz,fr Ligue 1,25,1995,4,1,143,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.26,0.25,0.51,0.26,0.51,Matches,6605d143
700,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,21,1999,22,10,1020,11.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.1,0.04,0.06,0.10,0.04,0.10,Matches,11ff3d56
701,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,21,1999,5,5,440,4.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.06,0.07,0.00,0.07,Matches,11ff3d56
702,Amadou Diambo,gh GHA,FW,Benevento,it Serie A,19,2001,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c3a847c7
703,Grady Diangana,eng ENG,MFFW,West Brom,eng Premier League,22,1998,20,15,1235,13.7,1,0,1,0,0,0,0,0.07,0.00,0.07,0.07,0.07,1.1,1.1,0.2,1.2,0.08,0.01,0.09,0.08,0.09,Matches,f522d7ec
704,Stéphane Diarra,fr FRA,MFFW,Lorient,fr Ligue 1,21,1998,13,2,197,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.04,0.12,0.17,0.04,0.17,Matches,29939a1d
705,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,23,1997,32,32,2843,31.6,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,1.9,1.9,0.1,2.0,0.06,0.00,0.06,0.06,0.06,Matches,31c69ef1
706,Krépin Diatta,sn SEN,MFDF,Monaco,fr Ligue 1,21,1999,12,3,389,4.3,1,0,1,0,0,3,0,0.23,0.00,0.23,0.23,0.23,0.4,0.4,0.1,0.5,0.10,0.02,0.11,0.10,0.11,Matches,8104e41e
707,Amadou Diawara,gn GUI,MF,Roma,it Serie A,23,1997,18,7,658,7.3,1,0,1,0,0,4,1,0.14,0.00,0.14,0.14,0.14,0.9,0.9,0.4,1.3,0.13,0.05,0.18,0.13,0.18,Matches,bf309d24
708,Brahim Díaz,es ESP,MFFW,Milan,it Serie A,20,1999,27,15,1228,13.6,4,3,4,0,0,2,0,0.29,0.22,0.51,0.29,0.51,3.4,3.4,1.5,4.9,0.25,0.11,0.36,0.25,0.36,Matches,407feb71
709,Víctor Díaz,es ESP,DF,Granada,es La Liga,32,1988,17,7,828,9.2,0,2,0,0,0,3,0,0.00,0.22,0.22,0.00,0.22,0.4,0.4,0.5,0.9,0.05,0.05,0.10,0.05,0.10,Matches,3624ce4c
710,Daniel Didavi,de GER,MFFW,Stuttgart,de Bundesliga,30,1990,23,10,970,10.8,4,3,4,0,0,2,0,0.37,0.28,0.65,0.37,0.65,2.8,2.8,2.7,5.6,0.26,0.25,0.52,0.26,0.52,Matches,d3096421
711,Bamba Dieng,sn SEN,FWDF,Marseille,fr Ligue 1,20,2000,5,2,129,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.17,0.00,0.17,0.17,0.17,Matches,40774c6b
712,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,26,1994,28,28,2520,28.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.3,1.4,0.04,0.01,0.05,0.04,0.05,Matches,ac861941
713,Daan Dierckx,be BEL,DF,Parma,it Serie A,17,2003,7,6,471,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3a35db3d
714,Lucas Digne,fr FRA,DFMF,Everton,eng Premier League,27,1993,30,30,2681,29.8,0,7,0,0,0,2,1,0.00,0.23,0.23,0.00,0.23,0.5,0.5,5.2,5.7,0.02,0.17,0.19,0.02,0.19,Matches,1b84dbe1
715,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,27,1993,20,18,1481,16.5,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.00,0.01,0.02,0.00,0.02,Matches,0a3065c8
716,Javairô Dilrosun,nl NED,FWMF,Hertha BSC,de Bundesliga,22,1998,12,5,529,5.9,0,1,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,0.4,0.4,0.3,0.7,0.07,0.05,0.12,0.07,0.12,Matches,34a0f5ff
717,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,22,1997,35,29,2613,29.0,5,3,5,0,0,6,0,0.17,0.10,0.28,0.17,0.28,2.8,2.8,7.8,10.7,0.10,0.27,0.37,0.10,0.37,Matches,970b8574
718,Junior Dina Ebimbe,fr FRA,FWMF,Dijon,fr Ligue 1,19,2000,30,25,2144,23.8,1,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,3.4,3.4,2.4,5.8,0.14,0.10,0.24,0.14,0.24,Matches,95bb6ddc
719,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,29,1991,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,92b56413
720,Eren Dinkçi,de GER,MFFW,Werder Bremen,de Bundesliga,18,2001,8,1,108,1.2,1,0,1,0,0,0,1,0.83,0.00,0.83,0.83,0.83,0.5,0.5,0.2,0.7,0.43,0.17,0.60,0.43,0.60,Matches,4ccd8957
721,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,19,2001,27,10,1133,12.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.3,1.5,0.10,0.02,0.12,0.10,0.12,Matches,6de23ab0
722,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,27,1992,36,20,1749,19.4,5,1,4,1,1,2,0,0.26,0.05,0.31,0.21,0.26,4.0,3.3,1.9,5.1,0.21,0.10,0.30,0.17,0.26,Matches,4be0b467
723,Issa Diop,fr FRA,DF,West Ham,eng Premier League,23,1997,18,15,1381,15.3,2,0,2,0,0,3,0,0.13,0.00,0.13,0.13,0.13,0.5,0.5,0.0,0.5,0.03,0.00,0.03,0.03,0.03,Matches,a712ca2b
724,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,34,1986,33,28,2324,25.8,1,1,1,0,0,9,2,0.04,0.04,0.08,0.04,0.08,1.7,1.6,0.8,2.4,0.06,0.03,0.09,0.06,0.09,Matches,7329018e
725,Sofiane Diop,fr FRA,MFFW,Monaco,fr Ligue 1,20,2000,32,24,2023,22.5,7,1,7,0,0,4,0,0.31,0.04,0.36,0.31,0.36,4.8,4.8,2.8,7.6,0.21,0.12,0.34,0.21,0.34,Matches,19053e31
726,Andy Diouf,fr FRA,FW,Rennes,fr Ligue 1,17,2003,1,0,12,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9b5237b1
727,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,20,1999,2,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,eedea60b
728,Assane Dioussé,sn SEN,DF,Saint-Étienne,fr Ligue 1,22,1997,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,7f622eef
729,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,22,1998,29,24,2011,22.3,3,0,3,0,0,4,2,0.13,0.00,0.13,0.13,0.13,2.4,2.4,0.4,2.8,0.11,0.02,0.13,0.11,0.13,Matches,ad82197c
730,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,20,2000,17,8,873,9.7,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches,b2336681
731,Djené,tg TOG,DF,Getafe,es La Liga,28,1991,34,34,2941,32.7,0,1,0,0,0,8,2,0.00,0.03,0.03,0.00,0.03,0.2,0.2,0.4,0.5,0.01,0.01,0.02,0.01,0.02,Matches,a4971d84
732,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,22,1998,27,15,1240,13.8,1,0,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07,0.8,0.8,0.4,1.2,0.06,0.03,0.08,0.06,0.08,Matches,254147d4
733,Koffi Djidji,ci CIV,DF,Crotone,it Serie A,27,1992,20,16,1524,16.9,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,0.3,0.3,0.2,0.4,0.02,0.01,0.03,0.02,0.03,Matches,933d3b51
734,Alexander Djiku,gh GHA,DFMF,Strasbourg,fr Ligue 1,25,1994,30,29,2552,28.4,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,2.0,2.0,0.6,2.7,0.07,0.02,0.09,0.07,0.09,Matches,43e7a164
735,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,27,1993,33,28,2625,29.2,0,3,0,0,0,8,0,0.00,0.10,0.10,0.00,0.10,1.7,1.7,2.3,4.1,0.06,0.08,0.14,0.06,0.14,Matches,6eee05f1
736,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,28,1992,35,35,3120,34.7,1,0,0,1,2,0,0,0.03,0.00,0.03,0.00,0.00,1.6,0.0,0.7,0.7,0.05,0.02,0.07,0.00,0.02,Matches,ac295d9e
737,Ritsu Doan,jp JPN,MFFW,Arminia,de Bundesliga,22,1998,34,33,2768,30.8,5,2,5,0,0,1,0,0.16,0.07,0.23,0.16,0.23,5.2,5.1,3.6,8.7,0.17,0.12,0.29,0.17,0.28,Matches,d01bbb6f
738,Mihai Dobre,ro ROU,FW,Dijon,fr Ligue 1,21,1998,22,4,529,5.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.08,0.05,0.13,0.08,0.13,Matches,a1f3f5a0
739,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,28,1992,17,13,1240,13.8,0,2,0,0,0,4,1,0.00,0.15,0.15,0.00,0.15,0.4,0.4,0.7,1.1,0.03,0.05,0.08,0.03,0.08,Matches,d557d734
740,Jeremy Doku,be BEL,MFFW,Rennes,fr Ligue 1,18,2002,30,26,2313,25.7,2,3,2,0,0,1,1,0.08,0.12,0.19,0.08,0.19,2.8,2.8,2.9,5.7,0.11,0.11,0.22,0.11,0.22,Matches,fffea3e5
741,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,22,1997,25,21,1928,21.4,6,2,4,2,2,2,0,0.28,0.09,0.37,0.19,0.28,8.4,6.8,1.1,7.9,0.39,0.05,0.44,0.32,0.37,Matches,cc83b74d
742,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,27,1993,18,3,452,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.03,0.05,0.08,0.03,0.08,Matches,ccb1c3af
743,Jaume Doménech,es ESP,GK,Valencia,es La Liga,29,1990,28,28,2520,28.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c9cb972b
744,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,19,2001,4,4,360,4.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.04,0.07,0.03,0.07,Matches,3521abfe
745,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,22,1998,28,15,1255,13.9,1,0,1,0,0,8,0,0.07,0.00,0.07,0.07,0.07,1.2,1.2,1.7,2.9,0.08,0.12,0.21,0.08,0.21,Matches,20b3a502
746,John Donald,es ESP,DFMF,Elche,es La Liga,19,2000,2,1,50,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,5e95c000
747,Ji Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,29,1991,6,0,62,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Matches,7d841904
748,Anastasios Donis,gr GRE,MF,Reims,fr Ligue 1,23,1996,3,1,97,1.1,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches,0f26fd24
749,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,21,1999,37,37,3330,37.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,08f5afaa
750,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,22,1997,23,22,1996,22.2,2,0,2,0,0,4,1,0.09,0.00,0.09,0.09,0.09,1.3,1.3,0.1,1.4,0.06,0.00,0.06,0.06,0.06,Matches,67ac5bb8
751,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,31,1989,12,9,817,9.1,4,2,3,1,1,3,0,0.44,0.22,0.66,0.33,0.55,4.0,3.2,2.6,5.8,0.44,0.29,0.73,0.35,0.64,Matches,dc90cfbe
752,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,27,1993,29,29,2443,27.1,2,3,2,0,0,6,0,0.07,0.11,0.18,0.07,0.18,2.3,2.3,2.0,4.3,0.09,0.07,0.16,0.09,0.16,Matches,02b29014
753,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,20,2000,33,30,2627,29.2,2,1,2,0,0,8,0,0.07,0.03,0.10,0.07,0.10,1.3,1.3,1.1,2.4,0.05,0.04,0.08,0.05,0.08,Matches,ce4f40c7
754,Fodé Doucouré,ml MLI,DF,Reims,fr Ligue 1,19,2001,7,3,333,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.08,0.13,0.21,0.08,0.21,Matches,1bfe34dc
755,Mahamadou Doucouré,ml MLI,FWMF,Nîmes,fr Ligue 1,20,2000,3,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9826ea33
756,Cheick Doukouré,ci CIV,MFFW,Levante,es La Liga,27,1992,7,0,101,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05,Matches,e208bcc8
757,Idrissa Doumbia,ci CIV,MF,Huesca,es La Liga,22,1998,23,7,779,8.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.4,0.04,0.01,0.05,0.04,0.05,Matches,685857dc
758,Moussa Doumbia,ml MLI,MFFW,Reims,fr Ligue 1,25,1994,23,9,899,10.0,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.6,0.6,2.1,2.8,0.06,0.21,0.28,0.06,0.28,Matches,6481421d
759,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,23,1996,27,24,2222,24.7,0,1,0,0,0,8,0,0.00,0.04,0.04,0.00,0.04,0.6,0.6,2.1,2.8,0.03,0.09,0.11,0.03,0.11,Matches,9daeac61
760,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,29,1991,18,11,1136,12.6,1,0,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,0.2,0.2,0.6,0.8,0.02,0.05,0.06,0.02,0.06,Matches,6fd8a334
761,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,22,1997,36,36,3148,35.0,0,1,0,0,0,0,1,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,085e71a7
762,Denis Drăguș,ro ROU,FWMF,Crotone,it Serie A,21,1999,9,1,177,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.08,0.00,0.08,0.08,0.08,Matches,0e490f6e
763,Radu Drăgușin,ro ROU,DF,Juventus,it Serie A,18,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,620922ed
764,Mouhamadou Drammeh,fr FRA,MF,Reims,fr Ligue 1,21,1999,6,1,173,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.03,0.04,0.01,0.04,Matches,309937e7
765,Julian Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,26,1993,24,12,1064,11.8,4,3,4,0,0,3,0,0.34,0.25,0.59,0.34,0.59,1.6,1.6,3.1,4.8,0.14,0.26,0.40,0.14,0.40,Matches,1a992676
766,Dominick Drexler,de GER,MFFW,Köln,de Bundesliga,30,1990,27,11,1233,13.7,2,1,2,0,0,1,0,0.15,0.07,0.22,0.15,0.22,2.1,2.1,2.7,4.8,0.15,0.20,0.35,0.15,0.35,Matches,809940aa
767,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,31,1989,15,15,1350,15.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,fbf83734
768,Domingos Duarte,pt POR,DF,Granada,es La Liga,25,1995,29,27,2363,26.3,1,0,1,0,0,5,1,0.04,0.00,0.04,0.04,0.04,1.4,1.4,0.5,1.9,0.05,0.02,0.07,0.05,0.07,Matches,93090f69
769,Léo Duarte,br BRA,DF,Milan,it Serie A,24,1996,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,73ddc40c
770,Óscar Duarte,cr CRC,DF,Levante,es La Liga,31,1989,29,23,2060,22.9,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.2,0.9,0.03,0.01,0.04,0.03,0.04,Matches,aa0ac32d
771,Rubén Duarte,es ESP,DF,Alavés,es La Liga,24,1995,31,29,2545,28.3,1,1,1,0,0,5,1,0.04,0.04,0.07,0.04,0.07,1.4,1.4,2.8,4.2,0.05,0.10,0.15,0.05,0.15,Matches,1fe0492d
772,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,25,1994,37,35,2903,32.3,2,4,2,0,0,3,0,0.06,0.12,0.19,0.06,0.19,1.1,1.1,6.6,7.7,0.04,0.20,0.24,0.04,0.24,Matches,ff0ab48c
773,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,31,1989,13,13,1170,13.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3a949a25
774,Ondrej Duda,sk SVK,FWMF,Köln,de Bundesliga,25,1994,32,32,2537,28.2,7,5,4,3,4,8,1,0.25,0.18,0.43,0.14,0.32,6.4,3.3,3.9,7.2,0.23,0.14,0.37,0.12,0.26,Matches,79ca3e23
775,Unai Dufur,es ESP,DF,Eibar,es La Liga,21,1999,1,1,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c261b5dd
776,Haris Duljević,ba BIH,MFFW,Nîmes,fr Ligue 1,26,1993,20,8,773,8.6,0,2,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,1.2,1.2,1.4,2.6,0.14,0.17,0.30,0.14,0.30,Matches,9b6556d2
777,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,28,1991,15,14,1255,13.9,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,0.3,0.3,0.2,0.5,0.02,0.01,0.04,0.02,0.04,Matches,3fe6bd8c
778,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,27,1993,4,2,162,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.02,0.01,0.03,0.02,0.03,Matches,528492ea
779,Alfred Duncan,gh GHA,MF,Cagliari,it Serie A,27,1993,19,12,1068,11.9,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.2,0.2,1.5,1.7,0.02,0.13,0.14,0.02,0.14,Matches,528492ea
780,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,28,1991,33,33,2931,32.6,5,0,5,0,0,5,2,0.15,0.00,0.15,0.15,0.15,2.2,2.2,1.2,3.4,0.07,0.04,0.10,0.07,0.10,Matches,282f75f3
781,Jimmy Dunne,ie IRL,DF,Burnley,eng Premier League,22,1997,3,3,270,3.0,1,0,1,0,0,1,0,0.33,0.00,0.33,0.33,0.33,0.5,0.5,0.1,0.6,0.17,0.04,0.20,0.17,0.20,Matches,1fdfd6da
782,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,28,1992,21,19,1480,16.4,1,2,1,0,0,1,0,0.06,0.12,0.18,0.06,0.18,1.4,1.4,1.9,3.3,0.09,0.11,0.20,0.09,0.20,Matches,cf623c78
783,Hugo Duro,es ESP,FW,Real Madrid,es La Liga,20,1999,2,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.10,0.12,0.22,0.10,0.22,Matches,37e103f8
784,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,23,1997,27,22,2029,22.5,1,0,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,0.6,0.6,0.6,1.2,0.03,0.03,0.05,0.03,0.05,Matches,0cbc8baa
785,Paulo Dybala,ar ARG,FW,Juventus,it Serie A,26,1993,20,14,1132,12.6,4,3,4,0,0,0,0,0.32,0.24,0.56,0.32,0.56,4.6,4.6,2.8,7.4,0.36,0.22,0.58,0.36,0.58,Matches,e0921a4f
786,Edin Džeko,ba BIH,FW,Roma,it Serie A,34,1986,27,20,1824,20.3,7,3,7,0,1,2,0,0.35,0.15,0.49,0.35,0.49,13.2,12.4,2.2,14.6,0.65,0.11,0.76,0.61,0.72,Matches,3bb7f478
787,Steeve-Mike Ebongue,fr FRA,MF,Genoa,it Serie A,19,2001,3,0,52,0.6,0,1,0,0,0,0,0,0.00,1.73,1.73,0.00,1.73,0.0,0.0,0.4,0.4,0.00,0.69,0.69,0.00,0.69,Matches,9d5ab351
788,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,21,1999,6,3,260,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.14,0.14,0.00,0.14,Matches,9ba7b4fa
789,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,32,1988,38,38,3420,38.0,2,0,2,0,0,3,0,0.05,0.00,0.05,0.05,0.05,2.4,2.4,0.1,2.5,0.06,0.00,0.07,0.06,0.07,Matches,72a0fb65
790,Simone Edera,it ITA,DFMF,Torino,it Serie A,23,1997,2,0,52,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.25,0.52,0.77,0.25,0.77,Matches,8697c095
791,Ederson,br BRA,GK,Manchester City,eng Premier League,26,1993,36,36,3240,36.0,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01,Matches,3bb7b8b4
792,Kyle Edwards,eng ENG,MFFW,West Brom,eng Premier League,22,1998,5,1,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.02,0.11,0.09,0.11,Matches,1566e437
793,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,27,1992,31,30,2629,29.2,0,1,0,0,0,7,1,0.00,0.03,0.03,0.00,0.03,0.8,0.8,0.6,1.4,0.03,0.02,0.05,0.03,0.05,Matches,debe38a0
794,Johannes Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,22,1998,2,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.12,0.12,0.00,0.12,Matches,d571df78
795,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,23,1996,33,33,2942,32.7,2,5,2,0,0,5,0,0.06,0.15,0.21,0.06,0.21,1.0,1.0,3.3,4.3,0.03,0.10,0.13,0.03,0.13,Matches,beb882a8
796,Lilian Egloff,de GER,MF,Stuttgart,de Bundesliga,17,2002,2,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2f7fec15
