,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
2165,Danny Rose,eng ENG,DF,Tottenham,eng Premier League,29,1990,12,10,893,9.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.01,0.06,0.07,0.01,0.07,Matches,89d10e53
2166,Danny Rose,eng ENG,DF,Newcastle Utd,eng Premier League,29,1990,11,10,863,9.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.02,0.02,0.00,0.02,Matches,89d10e53
2167,Luca Rossettini,it ITA,DF,Lecce,it Serie A,34,1985,26,25,2261,25.1,0,2,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,0.2,0.2,0.9,1.1,0.01,0.04,0.04,0.01,0.04,Matches,47a500ae
2168,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,28,1991,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,7b5f516f
2169,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26,1993,29,27,2364,26.3,1,1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,1.0,1.0,2.8,3.8,0.04,0.11,0.14,0.04,0.14,Matches,13203c45
2170,Nolan Roux,fr FRA,FW,Nîmes,fr Ligue 1,31,1988,7,7,584,6.5,2,0,2,0,0,0,0,0.31,0.00,0.31,0.31,0.31,1.4,1.4,0.5,1.9,0.21,0.08,0.29,0.21,0.29,Matches,3071a619
2171,Nicolò Rovella,it ITA,MF,Genoa,it Serie A,17,2001,2,1,105,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches,e58cbfd5
2172,Amir Rrahmani,xk KVX,DF,Hellas Verona,it Serie A,25,1994,36,36,3228,35.9,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,3.5,3.5,0.9,4.4,0.10,0.02,0.12,0.10,0.12,Matches,4b3e1a38
2173,Rubén,es ESP,GK,Osasuna,es La Liga,35,1984,19,18,1583,17.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,24279b8b
2174,Waldo Rubio,es ESP,MFFW,Valladolid,es La Liga,23,1995,21,9,878,9.8,0,2,0,0,0,6,0,0.00,0.21,0.21,0.00,0.21,0.6,0.6,1.0,1.6,0.06,0.10,0.16,0.06,0.16,Matches,ccaa5728
2175,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,26,1993,20,19,1710,19.0,2,0,2,0,0,3,0,0.11,0.00,0.11,0.11,0.11,0.9,0.9,0.6,1.5,0.05,0.03,0.08,0.05,0.08,Matches,18b896d6
2176,Sebastian Rudy,de GER,MFDF,Hoffenheim,de Bundesliga,29,1990,32,31,2734,30.4,1,3,1,0,0,9,0,0.03,0.10,0.13,0.03,0.13,1.1,1.1,5.2,6.4,0.04,0.17,0.21,0.04,0.21,Matches,80f36c88
2177,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,22,22,1980,22.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,cac76a72
2178,Dion Ruffo Luci,it ITA,MF,Bologna,it Serie A,18,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f239e6dd
2179,Daniele Rugani,it ITA,DF,Juventus,it Serie A,25,1994,10,7,690,7.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.04,0.00,0.04,0.04,0.04,Matches,14b8fcdf
2180,Mário Rui,pt POR,DF,Napoli,it Serie A,28,1991,24,22,1966,21.8,0,2,0,0,0,8,0,0.00,0.09,0.09,0.00,0.09,1.1,1.1,3.7,4.8,0.05,0.17,0.22,0.05,0.22,Matches,0b5a292a
2181,Aitor Ruibal,es ESP,DFMF,Leganés,es La Liga,23,1996,25,13,1220,13.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.8,2.5,0.05,0.13,0.18,0.05,0.18,Matches,a55d8df5
2182,Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,23,1996,33,30,2684,29.8,3,6,3,0,0,2,0,0.10,0.20,0.30,0.10,0.30,3.2,3.2,4.5,7.8,0.11,0.15,0.26,0.11,0.26,Matches,c0c7ff58
2183,Gerónimo Rulli,ar ARG,GK,Montpellier,fr Ligue 1,27,1992,25,25,2250,25.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,625c144a
2184,Lukas Rupp,de GER,FWMF,Norwich City,eng Premier League,28,1991,12,8,695,7.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.9,1.7,0.11,0.11,0.22,0.11,0.22,Matches,3faa1780
2185,Lukas Rupp,de GER,MF,Hoffenheim,de Bundesliga,28,1991,7,4,340,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.06,0.02,0.08,0.06,0.08,Matches,3faa1780
2186,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,27,1992,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4535e4bb
2187,Julian Ryerson,no NOR,DFMF,Union Berlin,de Bundesliga,21,1997,14,3,368,4.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.9,0.19,0.03,0.22,0.19,0.22,Matches,009a4f60
2188,Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,26,1992,9,9,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a70b8345
2189,João Victor Santos Sá,br BRA,MFFW,Wolfsburg,de Bundesliga,25,1994,32,18,1629,18.1,2,2,2,0,0,4,0,0.11,0.11,0.22,0.11,0.22,3.9,3.9,2.5,6.4,0.22,0.14,0.35,0.22,0.35,Matches,1a1033a1
2190,Roli Pereira de Sa,fr FRA,MF,Nantes,fr Ligue 1,22,1996,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.38,2.72,3.10,0.38,3.10,Matches,60f58477
2191,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,26,1993,12,10,913,10.1,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,1.1,1.4,0.02,0.11,0.14,0.02,0.14,Matches,fbbb9269
2192,Stefano Sabelli,it ITA,DF,Brescia,it Serie A,26,1993,36,36,3168,35.2,0,3,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,0.5,0.5,4.3,4.8,0.02,0.12,0.14,0.02,0.14,Matches,0ccac09c
2193,Abdelhamid Sabiri,ma MAR,MF,Paderborn 07,de Bundesliga,22,1996,24,9,1048,11.6,4,1,3,1,1,6,0,0.34,0.09,0.43,0.26,0.34,3.1,2.3,0.3,2.6,0.26,0.02,0.29,0.20,0.22,Matches,4830e0af
2194,Marcel Sabitzer,at AUT,MFFW,RB Leipzig,de Bundesliga,25,1994,32,30,2499,27.8,9,7,9,0,0,4,0,0.32,0.25,0.58,0.32,0.58,7.2,7.2,5.7,12.9,0.26,0.21,0.46,0.26,0.46,Matches,e280527c
2195,Ihsan Sacko,fr FRA,FW,Nice,fr Ligue 1,22,1997,3,2,145,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.23,0.23,0.00,0.23,Matches,68a87d66
2196,Alexis Saelemaekers,be BEL,FWDF,Milan,it Serie A,20,1999,13,6,684,7.6,1,0,1,0,0,4,1,0.13,0.00,0.13,0.13,0.13,0.6,0.6,0.6,1.2,0.08,0.08,0.16,0.08,0.16,Matches,ee251371
2197,Jorge Sáenz,es ESP,DF,Celta Vigo,es La Liga,22,1996,7,5,371,4.1,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,bfca375c
2198,Nuri Şahin,tr TUR,MF,Werder Bremen,de Bundesliga,30,1988,16,16,1249,13.9,0,3,0,0,0,5,1,0.00,0.22,0.22,0.00,0.22,0.5,0.5,2.5,3.0,0.04,0.18,0.21,0.04,0.21,Matches,f4081572
2199,Wesley Saïd,fr FRA,MFFW,Toulouse,fr Ligue 1,24,1995,23,14,1160,12.9,2,1,2,0,0,2,0,0.16,0.08,0.23,0.16,0.23,3.3,3.3,2.3,5.6,0.26,0.18,0.43,0.26,0.43,Matches,90fcf472
2200,Allan Saint-Maximin,fr FRA,MFFW,Newcastle Utd,eng Premier League,22,1997,26,23,1863,20.7,3,4,3,0,0,0,0,0.14,0.19,0.34,0.14,0.34,3.3,3.3,3.3,6.6,0.16,0.16,0.32,0.16,0.32,Matches,2b16cb1a
2201,Théo Sainte-Luce,fr FRA,MFDF,Nîmes,fr Ligue 1,20,1998,3,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,93c942fb
2202,Borja Sainz,es ESP,MFFW,Alavés,es La Liga,18,2001,19,5,573,6.4,1,0,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16,1.4,1.4,0.3,1.7,0.23,0.05,0.27,0.23,0.27,Matches,1b40049a
2203,Romain Saïss,ma MAR,DF,Wolves,eng Premier League,29,1990,33,31,2705,30.1,2,1,2,0,0,12,1,0.07,0.03,0.10,0.07,0.10,3.4,3.4,1.3,4.8,0.11,0.04,0.16,0.11,0.16,Matches,9fbbcf39
2204,Bukayo Saka,eng ENG,DFFW,Arsenal,eng Premier League,17,2001,26,19,1753,19.5,1,5,1,0,0,6,0,0.05,0.26,0.31,0.05,0.31,1.0,1.0,3.3,4.3,0.05,0.17,0.22,0.05,0.22,Matches,bc7dc64d
2205,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,29,1990,21,19,1620,18.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.5,1.6,0.01,0.08,0.09,0.01,0.09,Matches,d63e2912
2206,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,29,1990,14,11,931,10.3,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches,87935cf3
2207,Jacopo Sala,it ITA,DF,SPAL,it Serie A,27,1991,16,9,853,9.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.06,0.02,0.08,0.06,0.08,Matches,da5a981b
2208,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,27,1992,34,33,2876,32.0,19,10,16,3,3,1,0,0.59,0.31,0.91,0.50,0.81,19.0,16.6,7.8,24.5,0.59,0.25,0.84,0.52,0.77,Matches,e342ad68
2209,Bartosz Salamon,pl POL,DF,SPAL,it Serie A,28,1991,7,3,344,3.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9b30df1e
2210,Eddie Salcedo,it ITA,FWMF,Hellas Verona,it Serie A,17,2001,17,7,680,7.6,1,0,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,1.7,1.7,1.6,3.3,0.22,0.21,0.43,0.22,0.43,Matches,0489bb30
2211,William Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2001,12,11,992,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.02,0.01,0.03,0.02,0.03,Matches,972aeb2a
2212,Yannis Salibur,fr FRA,MFFW,Mallorca,es La Liga,28,1991,4,0,82,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.04,0.11,0.15,0.04,0.15,Matches,bb4a42be
2213,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,35,1984,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,74733221
2214,Mohammed Salisu,gh GHA,DF,Valladolid,es La Liga,20,1999,31,30,2725,30.3,1,1,1,0,0,4,0,0.03,0.03,0.07,0.03,0.07,1.4,1.4,0.5,1.9,0.05,0.02,0.06,0.05,0.06,Matches,0b33f6ad
2215,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,22,1997,21,15,1162,12.9,2,0,2,0,0,2,0,0.15,0.00,0.15,0.15,0.15,3.1,3.1,1.0,4.2,0.24,0.08,0.32,0.24,0.32,Matches,bf075f6b
2216,Lazar Samardzic,de GER,MFFW,Hertha BSC,de Bundesliga,17,2002,3,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,217c93a1
2217,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,23,1996,21,16,1310,14.6,0,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.9,1.1,0.02,0.06,0.08,0.02,0.08,Matches,08593525
2218,Mbwana Samatta,tz TAN,FW,Aston Villa,eng Premier League,26,1992,14,11,943,10.5,1,0,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,2.3,2.3,0.6,2.9,0.22,0.06,0.28,0.22,0.28,Matches,dae8623e
2219,Mama Samba Baldé,gw GNB,FWMF,Dijon,fr Ligue 1,23,1995,24,20,1676,18.6,6,2,6,0,0,2,0,0.32,0.11,0.43,0.32,0.43,6.0,6.0,3.8,9.8,0.32,0.21,0.53,0.32,0.53,Matches,fb14aa28
2220,Junior Sambia,fr FRA,DFMF,Montpellier,fr Ligue 1,22,1996,17,5,587,6.5,1,1,1,0,0,3,1,0.15,0.15,0.31,0.15,0.31,0.6,0.6,0.2,0.8,0.09,0.03,0.12,0.09,0.12,Matches,24eb7ed6
2221,Frédéric Sammaritano,fr FRA,MFFW,Dijon,fr Ligue 1,33,1986,10,6,518,5.8,1,2,1,0,0,0,0,0.17,0.35,0.52,0.17,0.52,0.6,0.6,1.4,2.1,0.11,0.25,0.36,0.11,0.36,Matches,8802c1d5
2222,Fede San Emeterio,es ESP,MF,Valladolid,es La Liga,22,1997,25,20,1751,19.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.0,0.4,0.5,0.00,0.02,0.03,0.00,0.03,Matches,efecd633
2223,Mikel San José,es ESP,MF,Athletic Club,es La Liga,30,1989,9,3,359,4.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.8,0.18,0.01,0.19,0.18,0.19,Matches,003a5c72
2224,Antonio Sanabria,py PAR,FW,Genoa,it Serie A,23,1996,24,16,1387,15.4,6,2,6,0,0,3,0,0.39,0.13,0.52,0.39,0.52,4.6,4.6,1.9,6.5,0.30,0.12,0.42,0.30,0.42,Matches,0a447501
2225,Oihan Sancet,es ESP,MFFW,Athletic Club,es La Liga,19,2000,17,9,741,8.2,1,1,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,1.0,1.0,0.7,1.7,0.13,0.08,0.21,0.13,0.21,Matches,bdb624a3
2226,Renato Sanches,pt POR,MFFW,Lille,fr Ligue 1,21,1997,19,16,1483,16.5,3,1,3,0,0,3,0,0.18,0.06,0.24,0.18,0.24,1.6,1.4,2.8,4.3,0.10,0.17,0.27,0.09,0.26,Matches,032f894e
2227,Renato Sanches,pt POR,MF,Bayern Munich,de Bundesliga,21,1997,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,032f894e
2228,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,30,1988,22,10,923,10.3,4,8,3,1,1,4,1,0.39,0.78,1.17,0.29,1.07,4.3,3.5,3.2,6.7,0.42,0.31,0.73,0.35,0.66,Matches,2c0f8e9e
2229,Carlos Sánchez,co COL,MF,West Ham,eng Premier League,33,1986,6,1,117,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,50b51fac
2230,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,23,1996,29,27,2431,27.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.7,0.02,0.00,0.03,0.02,0.03,Matches,da7b447d
2231,Germán Sánchez,es ESP,DF,Granada,es La Liga,32,1986,28,26,2293,25.5,2,0,2,0,0,12,1,0.08,0.00,0.08,0.08,0.08,1.8,1.8,0.5,2.3,0.07,0.02,0.09,0.07,0.09,Matches,ea9b2ef9
2232,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,22,1997,8,6,497,5.5,0,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,0.5,0.5,0.1,0.6,0.09,0.01,0.10,0.09,0.10,Matches,60359288
2233,Manuel Sánchez,es ESP,DF,Atlético Madrid,es La Liga,18,2000,5,4,325,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.06,0.06,0.00,0.06,Matches,ffacd3d5
2234,Víctor Sánchez,es ESP,MF,Espanyol,es La Liga,31,1987,25,20,1688,18.8,0,1,0,0,0,11,1,0.00,0.05,0.05,0.00,0.05,0.4,0.4,1.5,1.8,0.02,0.08,0.10,0.02,0.10,Matches,ad4d0985
2235,Jadon Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,19,2000,32,25,2287,25.4,17,16,17,0,0,2,0,0.67,0.63,1.30,0.67,1.30,10.1,10.1,10.8,20.9,0.40,0.42,0.82,0.40,0.82,Matches,dbf053da
2236,Alex Sandro,br BRA,DF,Juventus,it Serie A,28,1991,29,27,2385,26.5,1,3,1,0,0,4,0,0.04,0.11,0.15,0.04,0.15,0.8,0.8,2.1,2.8,0.03,0.08,0.11,0.03,0.11,Matches,0d82903c
2237,Leroy Sané,de GER,FW,Manchester City,eng Premier League,23,1996,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.86,0.00,0.86,0.86,0.86,Matches,2b114be3
2238,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,28,1990,15,13,1126,12.5,2,1,2,0,0,3,0,0.16,0.08,0.24,0.16,0.24,0.9,0.9,0.6,1.4,0.07,0.05,0.11,0.07,0.11,Matches,791abba1
2239,Luca Sangalli,es ESP,MF,Real Sociedad,es La Liga,24,1995,11,5,372,4.1,0,1,0,0,0,0,0,0.00,0.24,0.24,0.00,0.24,0.5,0.5,0.5,1.0,0.12,0.11,0.23,0.12,0.23,Matches,7958dc65
2240,Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,21,1997,25,25,2175,24.2,0,1,0,0,0,8,0,0.00,0.04,0.04,0.00,0.04,2.0,2.0,1.4,3.4,0.08,0.06,0.14,0.08,0.14,Matches,bced0375
2241,Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,33,1986,29,27,2320,25.8,2,1,2,0,0,15,1,0.08,0.04,0.12,0.08,0.12,2.4,2.4,1.1,3.5,0.09,0.04,0.14,0.09,0.14,Matches,466824fb
2242,Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,26,1993,15,9,910,10.1,3,1,2,1,1,1,0,0.30,0.10,0.40,0.20,0.30,3.3,2.5,0.6,3.1,0.33,0.06,0.38,0.25,0.30,Matches,11ced928
2243,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,24,1994,27,26,2173,24.1,5,4,5,0,0,5,0,0.21,0.17,0.37,0.21,0.37,3.8,3.8,3.2,7.0,0.16,0.13,0.29,0.16,0.29,Matches,6e7f1353
2244,Nicola Sansone,it ITA,FWMF,Bologna,it Serie A,27,1991,33,26,2269,25.2,4,3,1,3,4,6,0,0.16,0.12,0.28,0.04,0.16,9.9,6.7,5.6,12.4,0.39,0.22,0.62,0.27,0.49,Matches,7eb97a8e
2245,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,24,1995,28,28,2505,27.8,1,1,1,0,0,1,0,0.04,0.04,0.07,0.04,0.07,1.6,1.6,1.4,3.0,0.06,0.05,0.11,0.06,0.11,Matches,5e22e2a4
2246,Federico Santander,py PAR,FW,Bologna,it Serie A,28,1991,24,5,770,8.6,1,0,0,1,1,6,0,0.12,0.00,0.12,0.00,0.00,3.5,2.7,0.9,3.6,0.41,0.10,0.51,0.32,0.42,Matches,df85d472
2247,Davide Santon,it ITA,DF,Roma,it Serie A,28,1991,15,7,619,6.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches,88c89891
2248,Samir Santos,br BRA,DF,Udinese,it Serie A,24,1994,21,16,1546,17.2,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.7,0.7,0.3,1.0,0.04,0.02,0.06,0.04,0.06,Matches,92b4758e
2249,Riccardo Saponara,it ITA,MFFW,Genoa,it Serie A,27,1991,4,2,168,1.9,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.14,0.05,0.19,0.14,0.19,Matches,3bb7af3b
2250,Riccardo Saponara,it ITA,MFFW,Lecce,it Serie A,27,1991,13,11,947,10.5,2,4,2,0,0,2,0,0.19,0.38,0.57,0.19,0.57,1.9,1.9,2.5,4.5,0.18,0.24,0.43,0.18,0.43,Matches,3bb7af3b
2251,Ivan Šaponjić,rs SRB,DFFW,Atlético Madrid,es La Liga,21,1997,2,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,4.07,0.00,4.07,4.07,4.07,Matches,d2aea9ac
2252,Pablo Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,27,1992,21,13,1164,12.9,4,3,4,0,0,1,0,0.31,0.23,0.54,0.31,0.54,3.2,3.2,3.9,7.1,0.25,0.30,0.55,0.25,0.55,Matches,9744ff80
2253,Marcelo Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,21,1998,4,1,179,2.0,1,0,1,0,0,1,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.4,0.7,0.17,0.21,0.38,0.17,0.38,Matches,1c96ad85
2254,Josh Sargent,us USA,FW,Werder Bremen,de Bundesliga,19,2000,28,15,1416,15.7,4,2,4,0,0,2,0,0.25,0.13,0.38,0.25,0.38,4.2,4.2,1.5,5.6,0.26,0.09,0.36,0.26,0.36,Matches,a8d4428b
2255,Bouna Sarr,sn SEN,DFFW,Marseille,fr Ligue 1,27,1992,27,25,2164,24.0,1,3,1,0,0,3,0,0.04,0.12,0.17,0.04,0.17,2.4,2.4,1.8,4.2,0.10,0.08,0.18,0.10,0.18,Matches,1a4b9094
2256,Ismaila Sarr,sn SEN,FWMF,Watford,eng Premier League,21,1998,28,22,2028,22.5,5,4,5,0,0,1,0,0.22,0.18,0.40,0.22,0.40,6.1,6.1,4.5,10.6,0.27,0.20,0.47,0.27,0.47,Matches,bfdb33aa
2257,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,20,1999,19,16,1454,16.2,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,0.2,0.2,0.1,0.3,0.02,0.01,0.02,0.02,0.02,Matches,4315f30d
2258,Sidy Sarr,sn SEN,MF,Nîmes,fr Ligue 1,23,1996,22,12,1165,12.9,0,2,0,0,0,6,0,0.00,0.15,0.15,0.00,0.15,1.6,1.6,1.2,2.8,0.12,0.09,0.21,0.12,0.21,Matches,a0b65401
2259,Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,22,1997,19,16,1360,15.1,0,2,0,0,0,4,0,0.00,0.13,0.13,0.00,0.13,0.5,0.5,2.1,2.5,0.03,0.14,0.17,0.03,0.17,Matches,f9acf8bf
2260,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,27,1991,19,18,1524,16.9,6,2,4,2,2,5,0,0.35,0.12,0.47,0.24,0.35,2.7,1.1,2.5,3.6,0.16,0.15,0.31,0.07,0.22,Matches,6bde367b
2261,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,28,1991,22,22,1980,22.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.2,0.1,0.0,0.1,0.01,0.00,0.01,0.00,0.01,Matches,f6ac68c1
2262,Fabian Schär,ch SUI,DFMF,Newcastle Utd,eng Premier League,27,1991,22,18,1672,18.6,2,0,2,0,0,5,0,0.11,0.00,0.11,0.11,0.11,1.4,1.4,0.1,1.6,0.08,0.01,0.09,0.08,0.09,Matches,c8aa95da
2263,Louis Schaub,at AUT,MF,Köln,de Bundesliga,24,1994,9,7,623,6.9,1,1,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,1.0,1.0,1.1,2.1,0.15,0.16,0.31,0.15,0.31,Matches,b50ec54b
2264,Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,30,1989,8,4,361,4.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches,a6e316c1
2265,Patrik Schick,cz CZE,FW,RB Leipzig,de Bundesliga,23,1996,22,15,1298,14.4,10,2,10,0,0,3,0,0.69,0.14,0.83,0.69,0.83,7.2,7.2,2.6,9.8,0.50,0.18,0.68,0.50,0.68,Matches,5d4f7d61
2266,Julian Schieber,de GER,FW,Augsburg,de Bundesliga,30,1989,2,0,43,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.13,0.00,0.13,0.13,0.13,Matches,37c213cf
2267,Kingsley Schindler,de GER,FWMF,Köln,de Bundesliga,26,1993,13,9,849,9.4,0,2,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,1.1,1.1,1.3,2.3,0.11,0.14,0.25,0.11,0.25,Matches,bd527260
2268,Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,21,1997,23,21,1719,19.1,1,2,1,0,0,4,0,0.05,0.10,0.16,0.05,0.16,1.4,1.4,2.2,3.7,0.08,0.12,0.19,0.08,0.19,Matches,8f056768
2269,Keven Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,22,1997,23,23,1939,21.5,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.0,0.9,0.04,0.00,0.04,0.04,0.04,Matches,f6bdc830
